,housing,campaign,job,age,loan,marital,education
39020,yes,5,housemaid,64,yes,married,basic.4y
39021,no,1,retired,56,no,married,basic.4y
39022,no,2,unemployed,51,no,divorced,high.school
39023,yes,1,admin.,55,no,married,professional.course
39024,no,1,unemployed,29,no,married,basic.4y
39025,yes,1,retired,71,yes,married,unknown
39026,no,1,housemaid,64,no,married,basic.4y
39027,no,1,housemaid,64,no,married,basic.4y
39028,no,1,housemaid,64,no,married,basic.4y
39029,no,1,housemaid,64,yes,married,basic.4y
39030,no,4,retired,56,no,married,basic.4y
39031,yes,2,housemaid,62,no,married,professional.course
39032,yes,3,retired,81,no,divorced,basic.4y
39033,no,1,admin.,61,no,married,university.degree
39034,no,1,admin.,57,no,single,high.school
39035,yes,1,technician,54,no,divorced,professional.course
39036,yes,1,student,18,no,single,basic.9y
39037,yes,3,technician,48,yes,married,professional.course
39038,yes,6,retired,74,yes,divorced,high.school
39039,yes,2,student,18,no,single,basic.9y
39040,yes,2,technician,63,no,married,unknown
39041,yes,3,retired,85,no,divorced,basic.4y
39042,no,1,retired,84,no,married,high.school
39043,yes,1,retired,85,no,divorced,basic.4y
39044,no,1,retired,59,no,married,professional.course
39045,yes,2,admin.,46,yes,single,university.degree
39046,yes,3,blue-collar,56,no,married,basic.4y
39047,yes,4,admin.,43,no,married,high.school
39048,yes,1,services,55,no,married,basic.9y
39049,yes,1,retired,70,no,married,basic.4y
39050,no,1,admin.,56,no,divorced,unknown
39051,yes,1,retired,64,no,married,high.school
39052,no,2,retired,70,no,married,basic.4y
39053,yes,1,housemaid,47,no,married,basic.9y
39054,yes,1,management,68,no,married,basic.9y
39055,no,1,retired,76,no,married,university.degree
39056,no,4,technician,68,no,married,unknown
39057,no,2,student,18,no,single,basic.9y
39058,yes,2,retired,76,yes,married,university.degree
39059,yes,2,student,19,no,single,high.school
39060,yes,3,student,24,no,single,high.school
39061,no,3,retired,76,yes,married,university.degree
39062,unknown,6,retired,76,unknown,married,university.degree
39063,yes,4,unemployed,38,no,single,high.school
39064,yes,6,admin.,28,yes,single,university.degree
39065,yes,3,student,21,no,single,university.degree
39066,no,1,technician,52,no,married,high.school
39067,yes,6,blue-collar,23,no,single,high.school
39068,yes,2,self-employed,30,yes,single,university.degree
39069,no,7,entrepreneur,55,no,divorced,basic.9y
39070,yes,4,admin.,36,no,married,university.degree
39071,no,5,admin.,42,no,married,university.degree
39072,yes,2,admin.,29,no,married,university.degree
39073,no,1,student,26,no,single,university.degree
39074,yes,2,management,43,no,married,unknown
39075,no,3,admin.,29,no,married,university.degree
39076,yes,2,technician,29,no,single,university.degree
39077,yes,3,unemployed,28,no,single,high.school
39078,no,2,admin.,31,yes,married,professional.course
39079,no,2,technician,51,yes,married,professional.course
39080,yes,2,student,23,no,single,basic.9y
39081,yes,1,student,27,no,single,high.school
39082,yes,2,student,23,no,single,basic.9y
39083,yes,3,admin.,50,no,married,university.degree
39084,yes,3,technician,27,no,single,university.degree
39085,yes,2,student,23,no,single,basic.9y
39086,yes,1,retired,62,no,married,university.degree
39087,yes,2,student,28,no,single,unknown
39088,yes,2,admin.,57,no,married,unknown
39089,yes,2,admin.,41,no,married,university.degree
39090,no,3,blue-collar,35,yes,married,basic.9y
39091,no,1,admin.,41,no,married,university.degree
39092,yes,1,admin.,41,no,married,university.degree
39093,yes,1,retired,76,no,divorced,professional.course
39094,yes,1,blue-collar,35,no,married,basic.9y
39095,no,2,admin.,45,no,married,university.degree
39096,yes,3,unemployed,35,yes,married,professional.course
39097,yes,1,admin.,41,yes,single,university.degree
39098,yes,1,technician,46,no,married,professional.course
39099,yes,1,technician,22,no,single,professional.course
39100,no,4,retired,63,no,married,professional.course
39101,no,1,self-employed,59,no,married,university.degree
39102,yes,1,admin.,53,yes,married,university.degree
39103,no,2,admin.,37,yes,married,university.degree
39104,yes,1,unemployed,35,no,married,professional.course
39105,yes,1,unemployed,39,no,single,university.degree
39106,yes,1,admin.,53,yes,married,university.degree
39107,yes,1,student,30,no,single,university.degree
39108,yes,1,unknown,46,no,single,unknown
39109,no,1,retired,63,no,married,professional.course
39110,yes,4,self-employed,32,no,single,university.degree
39111,no,2,management,35,no,divorced,university.degree
39112,no,1,self-employed,40,yes,married,university.degree
39113,yes,2,admin.,34,no,married,university.degree
39114,yes,4,management,29,no,married,university.degree
39115,yes,1,retired,73,no,divorced,high.school
39116,yes,2,blue-collar,43,no,married,basic.9y
39117,yes,1,technician,26,no,single,university.degree
39118,yes,3,technician,27,no,single,university.degree
39119,yes,2,admin.,32,no,single,university.degree
39120,no,2,admin.,34,yes,married,university.degree
39121,yes,2,admin.,32,no,single,university.degree
39122,yes,1,technician,27,no,single,university.degree
39123,no,1,admin.,35,no,married,university.degree
39124,no,3,retired,73,yes,divorced,high.school
39125,yes,3,blue-collar,51,no,married,professional.course
39126,yes,3,student,31,no,married,high.school
39127,yes,3,admin.,39,no,married,high.school
39128,no,4,management,59,no,married,university.degree
39129,yes,3,management,59,no,married,university.degree
39130,yes,1,admin.,39,no,single,university.degree
39131,yes,1,technician,60,no,married,university.degree
39132,yes,1,blue-collar,30,no,married,high.school
39133,yes,1,retired,78,no,divorced,professional.course
39134,yes,1,retired,66,no,married,basic.4y
39135,no,1,retired,66,yes,married,professional.course
39136,yes,1,admin.,31,no,divorced,professional.course
39137,no,1,blue-collar,30,no,married,high.school
39138,yes,1,technician,30,no,married,professional.course
39139,yes,1,technician,30,yes,married,professional.course
39140,no,1,technician,27,yes,married,professional.course
39141,yes,1,technician,30,no,married,professional.course
39142,unknown,1,admin.,31,unknown,married,university.degree
39143,no,1,retired,66,no,married,professional.course
39144,no,1,retired,66,no,married,professional.course
39145,yes,2,technician,53,no,married,high.school
39146,no,1,unknown,27,no,single,university.degree
39147,yes,1,student,19,no,single,basic.6y
39148,yes,2,admin.,31,no,divorced,professional.course
39149,no,4,blue-collar,25,no,single,basic.6y
39150,yes,3,services,35,no,single,high.school
39151,yes,2,technician,30,no,married,professional.course
39152,yes,3,admin.,33,no,married,university.degree
39153,no,1,student,21,no,single,basic.9y
39154,no,1,blue-collar,38,no,single,high.school
39155,yes,1,blue-collar,38,no,single,high.school
39156,yes,2,admin.,24,no,single,university.degree
39157,yes,1,blue-collar,38,no,single,high.school
39158,no,1,management,51,no,married,university.degree
39159,no,2,admin.,37,no,single,high.school
39160,yes,2,student,21,no,single,basic.9y
39161,yes,6,admin.,36,no,married,high.school
39162,yes,3,technician,54,no,single,university.degree
39163,no,1,management,36,no,single,university.degree
39164,yes,3,technician,34,yes,single,university.degree
39165,yes,2,admin.,37,no,single,university.degree
39166,yes,2,technician,34,no,single,university.degree
39167,yes,2,services,52,no,married,high.school
39168,no,2,admin.,34,yes,married,professional.course
39169,no,1,technician,34,no,single,university.degree
39170,no,1,management,36,no,married,university.degree
39171,no,1,admin.,53,no,divorced,university.degree
39172,yes,1,admin.,53,yes,divorced,university.degree
39173,no,2,blue-collar,25,no,single,basic.9y
39174,yes,7,admin.,55,no,married,university.degree
39175,no,2,blue-collar,25,no,single,basic.9y
39176,yes,4,retired,66,no,divorced,basic.4y
39177,yes,1,admin.,53,no,divorced,university.degree
39178,yes,3,admin.,34,no,married,professional.course
39179,yes,3,student,25,no,single,university.degree
39180,no,1,retired,64,no,married,university.degree
39181,yes,1,blue-collar,34,no,married,high.school
39182,yes,1,admin.,41,yes,divorced,university.degree
39183,no,4,unemployed,28,no,married,high.school
39184,no,1,retired,72,no,married,professional.course
39185,yes,1,entrepreneur,33,no,single,professional.course
39186,no,7,retired,85,no,single,professional.course
39187,no,3,technician,38,no,single,high.school
39188,no,2,technician,31,no,single,professional.course
39189,no,1,technician,34,no,divorced,professional.course
39190,no,2,retired,74,yes,married,unknown
39191,no,1,student,27,no,single,high.school
39192,no,1,student,22,no,single,basic.9y
39193,yes,1,technician,50,no,married,university.degree
39194,no,1,admin.,41,no,divorced,university.degree
39195,yes,2,technician,38,no,single,high.school
39196,yes,2,admin.,41,no,divorced,university.degree
39197,yes,2,admin.,41,no,divorced,university.degree
39198,yes,2,self-employed,43,no,married,university.degree
39199,yes,2,management,59,no,married,basic.4y
39200,no,2,technician,35,no,single,professional.course
39201,no,4,admin.,29,no,single,high.school
39202,yes,3,services,27,no,single,university.degree
39203,yes,2,management,29,no,single,university.degree
39204,yes,1,retired,73,no,married,unknown
39205,yes,1,admin.,29,no,single,unknown
39206,yes,4,blue-collar,49,no,married,basic.9y
39207,no,3,blue-collar,49,no,married,basic.9y
39208,yes,1,services,27,no,single,university.degree
39209,no,1,blue-collar,49,no,married,basic.9y
39210,yes,2,blue-collar,59,no,married,basic.4y
39211,yes,2,self-employed,33,no,single,university.degree
39212,no,1,admin.,36,no,single,university.degree
39213,no,1,blue-collar,49,no,married,basic.9y
39214,no,6,services,27,no,single,university.degree
39215,no,2,retired,64,no,married,university.degree
39216,no,1,admin.,34,no,single,university.degree
39217,yes,1,blue-collar,42,yes,married,basic.6y
39218,no,1,admin.,34,no,single,high.school
39219,yes,1,blue-collar,29,yes,single,professional.course
39220,yes,1,admin.,34,no,single,university.degree
39221,no,1,admin.,34,no,single,university.degree
39222,yes,1,admin.,34,yes,single,university.degree
39223,no,1,admin.,34,yes,single,university.degree
39224,no,3,unemployed,55,no,divorced,university.degree
39225,no,1,admin.,34,yes,single,university.degree
39226,no,2,admin.,34,yes,single,university.degree
39227,no,2,retired,64,no,married,university.degree
39228,no,2,admin.,26,no,single,high.school
39229,yes,2,admin.,34,no,single,university.degree
39230,yes,1,admin.,34,yes,single,university.degree
39231,no,3,blue-collar,38,no,single,high.school
39232,no,2,blue-collar,29,yes,single,professional.course
39233,yes,2,unemployed,25,no,married,high.school
39234,yes,1,self-employed,43,no,married,university.degree
39235,yes,1,technician,35,yes,married,university.degree
39236,yes,1,self-employed,28,yes,single,university.degree
39237,yes,1,self-employed,28,no,single,university.degree
39238,no,4,technician,31,no,married,university.degree
39239,yes,2,admin.,55,no,married,high.school
39240,yes,4,admin.,28,no,single,university.degree
39241,no,2,admin.,33,yes,married,university.degree
39242,yes,4,technician,27,no,single,university.degree
39243,yes,1,admin.,39,no,divorced,university.degree
39244,no,1,admin.,46,no,married,university.degree
39245,yes,1,admin.,46,no,married,university.degree
39246,yes,1,services,38,no,married,high.school
39247,yes,1,admin.,53,no,divorced,university.degree
39248,no,2,technician,35,no,married,professional.course
39249,yes,1,admin.,33,no,married,university.degree
39250,no,2,admin.,31,no,single,university.degree
39251,yes,4,self-employed,31,no,married,professional.course
39252,yes,3,services,28,no,single,professional.course
39253,no,2,self-employed,61,no,divorced,university.degree
39254,no,2,admin.,33,no,married,university.degree
39255,no,1,student,23,no,single,high.school
39256,yes,1,housemaid,38,no,single,high.school
39257,no,2,admin.,33,no,married,university.degree
39258,no,1,student,26,no,single,high.school
39259,no,1,services,27,no,single,university.degree
39260,yes,3,services,27,no,single,university.degree
39261,no,3,retired,80,no,married,basic.4y
39262,no,2,technician,62,no,married,unknown
39263,yes,2,retired,58,no,married,university.degree
39264,yes,2,retired,73,no,married,basic.4y
39265,no,4,technician,53,no,married,professional.course
39266,yes,3,management,30,no,married,university.degree
39267,yes,1,admin.,29,yes,single,high.school
39268,yes,1,technician,62,no,married,unknown
39269,no,1,unemployed,48,yes,married,university.degree
39270,yes,5,technician,53,no,married,professional.course
39271,yes,1,technician,53,yes,married,professional.course
39272,no,1,admin.,33,no,single,university.degree
39273,yes,5,admin.,58,no,married,university.degree
39274,no,3,technician,62,no,married,unknown
39275,yes,2,retired,82,no,married,professional.course
39276,no,2,admin.,29,no,single,university.degree
39277,no,2,admin.,31,no,married,professional.course
39278,no,2,technician,62,no,married,unknown
39279,yes,7,self-employed,30,no,married,university.degree
39280,yes,1,unemployed,30,no,single,professional.course
39281,no,6,technician,34,no,married,professional.course
39282,yes,2,unemployed,48,no,married,university.degree
39283,yes,1,admin.,29,no,single,university.degree
39284,yes,1,technician,34,no,married,professional.course
39285,yes,1,retired,65,no,married,basic.4y
39286,yes,1,unemployed,31,no,single,university.degree
39287,no,1,self-employed,47,no,divorced,university.degree
39288,yes,1,unemployed,48,no,married,university.degree
39289,yes,1,technician,33,no,single,professional.course
39290,yes,1,admin.,52,no,married,university.degree
39291,no,1,unemployed,46,no,single,university.degree
39292,yes,1,admin.,31,no,single,university.degree
39293,yes,2,technician,33,no,single,professional.course
39294,yes,1,services,27,yes,single,high.school
39295,no,1,admin.,52,no,married,university.degree
39296,no,1,retired,66,no,married,high.school
39297,unknown,3,technician,30,unknown,single,university.degree
39298,unknown,3,retired,66,unknown,married,high.school
39299,no,1,student,23,no,single,high.school
39300,yes,1,self-employed,33,no,married,university.degree
39301,yes,1,technician,37,yes,married,professional.course
39302,no,2,retired,56,no,married,basic.4y
39303,yes,7,admin.,59,no,married,university.degree
39304,no,3,technician,52,no,married,basic.9y
39305,unknown,1,blue-collar,53,unknown,single,basic.9y
39306,no,1,technician,53,no,married,unknown
39307,no,1,admin.,26,no,married,unknown
39308,yes,1,admin.,28,no,single,university.degree
39309,no,1,admin.,28,no,single,university.degree
39310,no,1,admin.,28,no,single,university.degree
39311,unknown,2,services,47,unknown,single,unknown
39312,yes,1,admin.,38,no,single,university.degree
39313,yes,1,admin.,43,no,married,high.school
39314,yes,2,admin.,34,no,single,university.degree
39315,yes,2,technician,29,yes,single,professional.course
39316,yes,3,technician,24,no,single,professional.course
39317,yes,2,management,50,no,married,university.degree
39318,no,4,admin.,39,no,divorced,professional.course
39319,no,2,retired,75,no,married,basic.9y
39320,yes,2,unemployed,59,no,married,basic.9y
39321,yes,3,admin.,27,no,single,unknown
39322,no,2,technician,30,no,unknown,university.degree
39323,no,2,technician,30,no,unknown,university.degree
39324,yes,1,admin.,29,no,single,university.degree
39325,no,1,student,38,yes,single,unknown
39326,yes,1,student,38,no,single,unknown
39327,no,6,student,38,no,single,unknown
39328,no,1,technician,39,no,divorced,high.school
39329,no,1,technician,39,no,divorced,high.school
39330,no,2,blue-collar,36,no,divorced,high.school
39331,no,2,retired,70,no,married,unknown
39332,no,2,retired,75,no,married,basic.9y
39333,no,1,admin.,27,no,single,unknown
39334,no,1,student,30,yes,single,unknown
39335,yes,1,blue-collar,37,no,married,basic.9y
39336,yes,1,student,30,no,single,unknown
39337,no,1,admin.,27,no,single,university.degree
39338,no,1,admin.,27,no,single,unknown
39339,no,2,admin.,27,no,single,university.degree
39340,no,1,student,30,no,single,unknown
39341,yes,1,student,30,no,single,unknown
39342,yes,1,retired,80,no,married,basic.4y
39343,no,1,blue-collar,28,no,single,high.school
39344,no,1,technician,41,no,divorced,university.degree
39345,no,3,admin.,33,no,single,unknown
39346,no,1,admin.,28,no,single,university.degree
39347,yes,1,admin.,36,no,single,unknown
39348,no,1,retired,78,no,married,unknown
39349,yes,1,housemaid,66,no,divorced,basic.4y
39350,no,2,blue-collar,34,no,single,unknown
39351,no,2,blue-collar,57,no,married,basic.9y
39352,no,3,housemaid,65,no,divorced,basic.4y
39353,yes,2,services,33,no,single,high.school
39354,yes,2,services,59,no,single,high.school
39355,yes,1,blue-collar,34,no,single,unknown
39356,yes,1,admin.,26,no,single,high.school
39357,no,1,self-employed,27,no,single,university.degree
39358,no,1,admin.,26,no,single,university.degree
39359,no,1,admin.,34,no,divorced,high.school
39360,yes,1,retired,78,no,married,basic.4y
39361,no,2,admin.,28,no,single,university.degree
39362,yes,3,admin.,51,yes,married,university.degree
39363,no,1,blue-collar,57,no,married,basic.9y
39364,no,2,services,58,no,married,high.school
39365,no,2,services,58,no,married,high.school
39366,yes,3,services,58,no,married,high.school
39367,yes,5,services,58,no,married,high.school
39368,no,1,services,58,no,married,high.school
39369,yes,2,admin.,36,no,single,university.degree
39370,no,2,management,57,no,married,university.degree
39371,no,2,blue-collar,62,no,married,unknown
39372,yes,4,services,58,no,married,high.school
39373,no,3,services,20,no,single,unknown
39374,yes,4,services,58,no,married,high.school
39375,no,3,blue-collar,35,no,married,basic.4y
39376,yes,2,technician,49,no,divorced,professional.course
39377,yes,2,retired,86,no,married,basic.4y
39378,yes,2,retired,68,no,divorced,basic.4y
39379,yes,1,admin.,59,no,divorced,university.degree
39380,yes,1,admin.,27,no,single,university.degree
39381,yes,1,self-employed,47,no,married,professional.course
39382,unknown,4,management,34,unknown,married,university.degree
39383,yes,1,admin.,27,no,single,university.degree
39384,no,4,admin.,27,no,single,university.degree
39385,yes,4,technician,49,no,divorced,professional.course
39386,yes,2,retired,64,no,married,basic.4y
39387,no,1,unemployed,56,no,divorced,basic.4y
39388,yes,1,unemployed,56,no,divorced,basic.4y
39389,no,1,admin.,56,no,single,university.degree
39390,yes,1,admin.,56,no,single,university.degree
39391,yes,1,admin.,56,no,single,university.degree
39392,yes,1,admin.,27,no,single,university.degree
39393,yes,1,management,32,no,married,university.degree
39394,yes,1,housemaid,60,yes,married,basic.4y
39395,no,1,admin.,56,yes,single,university.degree
39396,yes,1,admin.,33,no,single,university.degree
39397,yes,1,student,27,no,single,unknown
39398,no,2,admin.,41,no,divorced,high.school
39399,yes,1,student,27,no,single,unknown
39400,yes,3,admin.,35,no,divorced,high.school
39401,no,1,student,27,no,single,unknown
39402,no,2,retired,84,no,divorced,basic.4y
39403,yes,2,admin.,32,no,single,university.degree
39404,yes,1,admin.,35,yes,divorced,high.school
39405,yes,3,admin.,33,no,single,university.degree
39406,no,3,technician,27,no,single,professional.course
39407,no,1,technician,46,yes,married,professional.course
39408,no,1,admin.,27,no,single,university.degree
39409,yes,1,admin.,61,no,married,high.school
39410,no,4,retired,76,no,married,basic.4y
39411,unknown,6,housemaid,82,unknown,divorced,basic.4y
39412,no,1,retired,58,no,married,basic.4y
39413,no,3,technician,39,no,married,professional.course
39414,yes,2,management,53,no,divorced,university.degree
39415,yes,2,retired,75,no,married,unknown
39416,yes,6,management,53,yes,divorced,university.degree
39417,no,2,management,53,no,divorced,university.degree
39418,no,1,housemaid,58,yes,single,professional.course
39419,yes,1,unemployed,26,no,single,university.degree
39420,no,1,retired,71,no,married,professional.course
39421,unknown,2,technician,53,unknown,married,university.degree
39422,yes,2,retired,71,no,married,professional.course
39423,yes,1,technician,37,no,married,professional.course
39424,yes,2,admin.,54,no,married,high.school
39425,no,1,management,37,no,single,university.degree
39426,yes,1,admin.,35,no,married,university.degree
39427,yes,1,admin.,33,no,single,university.degree
39428,yes,1,housemaid,58,no,single,professional.course
39429,yes,2,entrepreneur,62,no,married,basic.9y
39430,no,2,housemaid,58,no,single,professional.course
39431,no,1,admin.,33,no,single,university.degree
39432,yes,1,admin.,48,no,married,professional.course
39433,no,1,admin.,49,no,married,high.school
39434,yes,1,housemaid,42,no,divorced,basic.4y
39435,yes,1,admin.,33,no,single,university.degree
39436,no,1,housemaid,58,no,single,professional.course
39437,no,2,technician,56,no,married,high.school
39438,no,3,blue-collar,59,no,married,basic.4y
39439,yes,2,admin.,33,no,single,university.degree
39440,yes,1,admin.,35,no,married,university.degree
39441,no,3,technician,63,no,married,high.school
39442,no,3,management,33,no,single,university.degree
39443,yes,4,admin.,26,yes,single,university.degree
39444,yes,1,housemaid,80,yes,married,basic.4y
39445,yes,2,admin.,49,yes,married,university.degree
39446,yes,1,student,20,yes,single,basic.4y
39447,yes,4,student,20,yes,single,basic.4y
39448,yes,2,entrepreneur,53,yes,married,basic.4y
39449,yes,1,admin.,36,yes,single,basic.9y
39450,yes,2,admin.,48,no,married,university.degree
39451,no,1,admin.,48,no,married,university.degree
39452,no,1,retired,74,no,married,university.degree
39453,yes,1,admin.,48,yes,married,university.degree
39454,yes,1,admin.,48,no,married,university.degree
39455,yes,1,admin.,35,no,married,university.degree
39456,yes,1,admin.,37,yes,married,university.degree
39457,no,3,services,46,no,single,basic.4y
39458,yes,4,admin.,58,no,married,professional.course
39459,no,2,services,22,no,single,high.school
39460,yes,2,services,35,no,married,professional.course
39461,yes,1,retired,68,no,married,basic.4y
39462,yes,6,admin.,41,no,married,university.degree
39463,yes,3,retired,68,no,married,university.degree
39464,yes,2,technician,55,no,married,professional.course
39465,yes,1,technician,50,no,single,university.degree
39466,yes,2,retired,82,yes,divorced,basic.4y
39467,no,2,self-employed,25,no,single,unknown
39468,yes,4,admin.,29,no,single,university.degree
39469,no,3,self-employed,25,no,single,unknown
39470,no,1,admin.,54,no,married,high.school
39471,no,1,retired,82,no,divorced,basic.4y
39472,yes,2,retired,74,no,divorced,basic.4y
39473,no,2,retired,74,yes,divorced,basic.4y
39474,no,5,retired,74,no,married,basic.4y
39475,no,6,housemaid,85,no,married,basic.4y
39476,yes,1,housemaid,85,no,married,basic.4y
39477,no,1,housemaid,85,no,married,basic.4y
39478,no,1,retired,75,no,divorced,high.school
39479,yes,1,housemaid,85,no,married,basic.4y
39480,yes,2,retired,70,no,married,basic.4y
39481,yes,3,management,45,no,married,unknown
39482,yes,4,retired,61,no,married,high.school
39483,no,2,admin.,49,no,divorced,high.school
39484,yes,1,retired,66,no,divorced,basic.4y
39485,yes,3,housemaid,57,no,married,basic.4y
39486,yes,1,retired,80,no,divorced,basic.4y
39487,yes,1,retired,80,no,divorced,basic.4y
39488,yes,2,retired,80,no,divorced,basic.4y
39489,yes,2,retired,80,yes,divorced,basic.4y
39490,no,2,housemaid,57,no,married,basic.4y
39491,yes,1,unemployed,58,no,married,basic.9y
39492,yes,1,housemaid,53,no,married,university.degree
39493,yes,1,retired,80,no,divorced,basic.4y
39494,yes,2,retired,57,no,married,high.school
39495,yes,7,retired,77,no,married,high.school
39496,yes,2,retired,59,no,divorced,high.school
39497,yes,4,admin.,44,no,married,high.school
39498,yes,1,retired,80,yes,divorced,basic.4y
39499,yes,5,admin.,32,yes,single,university.degree
39500,no,4,admin.,43,no,divorced,university.degree
39501,yes,1,admin.,41,no,married,university.degree
39502,yes,1,housemaid,63,no,married,basic.9y
39503,yes,1,admin.,47,no,married,high.school
39504,no,1,retired,73,no,single,professional.course
39505,yes,1,student,26,yes,single,high.school
39506,no,1,admin.,25,yes,single,university.degree
39507,yes,2,technician,62,no,married,unknown
39508,no,8,retired,71,no,married,basic.4y
39509,yes,3,admin.,29,no,single,university.degree
39510,no,3,admin.,46,no,married,high.school
39511,yes,2,management,38,no,divorced,university.degree
39512,yes,2,technician,29,no,married,university.degree
39513,no,2,technician,32,no,married,professional.course
39514,yes,2,admin.,46,yes,married,high.school
39515,yes,1,technician,29,no,married,university.degree
39516,yes,3,student,30,yes,single,high.school
39517,no,1,student,20,no,single,high.school
39518,yes,5,admin.,46,no,married,high.school
39519,no,10,blue-collar,24,no,single,high.school
39520,no,2,retired,71,no,married,basic.4y
39521,no,2,blue-collar,24,no,single,high.school
39522,no,3,retired,71,no,married,basic.4y
39523,no,3,technician,29,no,married,university.degree
39524,yes,1,blue-collar,24,no,single,high.school
39525,yes,2,student,27,yes,single,university.degree
39526,no,1,management,39,no,married,university.degree
39527,yes,1,student,24,no,single,basic.9y
39528,yes,1,student,24,no,single,basic.9y
39529,yes,1,admin.,27,no,single,university.degree
39530,no,2,admin.,37,no,married,high.school
39531,yes,1,admin.,30,no,single,university.degree
39532,yes,3,student,20,no,single,unknown
39533,no,2,management,44,no,married,unknown
39534,no,1,services,29,no,single,high.school
39535,yes,3,technician,48,no,single,professional.course
39536,yes,1,student,20,no,single,unknown
39537,yes,2,admin.,52,no,married,unknown
39538,yes,1,admin.,52,no,married,unknown
39539,yes,2,admin.,28,no,single,unknown
39540,yes,1,admin.,33,no,married,university.degree
39541,no,2,admin.,52,no,married,unknown
39542,yes,3,admin.,50,no,married,basic.9y
39543,no,6,admin.,33,no,married,university.degree
39544,yes,2,services,29,no,single,unknown
39545,yes,1,admin.,38,no,single,high.school
39546,no,2,retired,61,no,married,basic.9y
39547,no,1,self-employed,31,no,single,university.degree
39548,no,1,admin.,36,no,married,unknown
39549,no,1,technician,37,no,married,professional.course
39550,yes,2,admin.,26,no,single,university.degree
39551,yes,2,admin.,35,no,single,university.degree
39552,yes,5,services,29,no,single,unknown
39553,yes,7,unemployed,36,no,married,professional.course
39554,no,3,admin.,52,yes,married,university.degree
39555,yes,3,admin.,33,no,single,university.degree
39556,yes,1,admin.,38,yes,single,high.school
39557,yes,2,technician,34,no,married,professional.course
39558,no,1,blue-collar,36,no,married,unknown
39559,yes,4,management,30,no,married,university.degree
39560,no,2,student,20,no,single,unknown
39561,no,3,admin.,35,yes,married,university.degree
39562,yes,2,blue-collar,36,no,married,unknown
39563,no,1,technician,28,yes,single,university.degree
39564,yes,1,technician,28,no,single,university.degree
39565,yes,1,student,31,yes,single,university.degree
39566,yes,1,student,21,no,single,high.school
39567,yes,2,student,20,yes,single,unknown
39568,no,1,admin.,37,no,married,university.degree
39569,yes,1,admin.,39,no,married,high.school
39570,no,1,admin.,52,no,married,university.degree
39571,no,1,admin.,29,no,single,university.degree
39572,no,1,admin.,30,no,single,university.degree
39573,no,1,blue-collar,30,no,single,professional.course
39574,yes,1,blue-collar,48,no,married,basic.9y
39575,yes,1,student,18,no,single,unknown
39576,yes,1,student,18,no,single,unknown
39577,no,1,retired,79,no,married,basic.9y
39578,no,1,retired,79,no,married,basic.9y
39579,no,2,technician,43,no,single,professional.course
39580,yes,2,admin.,52,no,married,university.degree
39581,yes,2,student,24,no,single,high.school
39582,no,1,technician,52,yes,married,university.degree
39583,yes,1,student,19,no,single,basic.9y
39584,no,1,student,29,no,single,high.school
39585,no,1,services,51,no,married,high.school
39586,yes,2,student,32,no,single,unknown
39587,yes,1,housemaid,37,no,married,university.degree
39588,no,1,student,24,no,single,high.school
39589,yes,1,student,24,no,single,high.school
39590,yes,1,student,24,no,single,high.school
39591,yes,1,student,24,no,single,high.school
39592,yes,1,admin.,52,no,married,university.degree
39593,no,1,student,18,no,single,unknown
39594,no,1,admin.,29,no,single,university.degree
39595,yes,1,admin.,29,no,single,university.degree
39596,no,1,blue-collar,44,no,single,basic.6y
39597,yes,1,student,27,no,married,high.school
39598,yes,4,student,20,no,single,unknown
39599,yes,4,admin.,48,no,single,university.degree
39600,yes,1,management,46,no,married,basic.9y
39601,yes,4,retired,72,no,married,basic.4y
39602,yes,1,technician,36,no,married,professional.course
39603,yes,1,technician,37,no,married,university.degree
39604,no,1,services,33,no,married,high.school
39605,yes,1,admin.,52,yes,married,university.degree
39606,no,1,admin.,52,no,married,university.degree
39607,no,1,admin.,52,no,married,university.degree
39608,yes,2,admin.,52,no,married,university.degree
39609,yes,1,student,19,no,single,basic.4y
39610,yes,1,student,18,no,single,unknown
39611,no,1,technician,52,no,married,university.degree
39612,no,1,retired,62,no,married,professional.course
39613,no,2,student,31,no,single,unknown
39614,yes,2,retired,78,no,divorced,basic.4y
39615,no,3,management,37,no,married,high.school
39616,yes,2,technician,44,no,married,university.degree
39617,no,3,student,30,no,single,high.school
39618,no,2,technician,44,yes,married,university.degree
39619,no,2,student,30,no,single,high.school
39620,yes,2,retired,60,no,married,professional.course
39621,no,1,technician,44,no,married,university.degree
39622,yes,3,retired,42,yes,single,basic.4y
39623,yes,4,admin.,44,no,single,university.degree
39624,no,1,blue-collar,33,no,married,basic.6y
39625,yes,3,retired,82,no,married,high.school
39626,yes,2,student,22,no,single,unknown
39627,no,5,entrepreneur,38,no,married,professional.course
39628,no,2,admin.,41,no,married,university.degree
39629,yes,6,entrepreneur,38,no,married,professional.course
39630,yes,6,admin.,46,no,single,high.school
39631,yes,5,technician,56,no,married,professional.course
39632,yes,2,student,24,no,single,high.school
39633,yes,3,technician,34,no,married,unknown
39634,yes,5,technician,54,no,married,university.degree
39635,unknown,1,admin.,50,unknown,married,university.degree
39636,yes,1,admin.,59,no,divorced,basic.4y
39637,yes,1,admin.,58,no,married,high.school
39638,yes,2,admin.,50,no,married,university.degree
39639,yes,1,retired,77,no,married,university.degree
39640,yes,2,blue-collar,66,no,married,unknown
